date,gold,silver,platinum,palladium,copper,wti_crude,brent_crude,natural_gas,heating_oil,wheat,corn,soybeans,coffee,sugar,cotton
2020-01-02,1903.537617401656,24.02882435095019,946.9409474602509,1796.4521843435014,3.793777586738789,62.63367749244151,67.2183209405214,3.2265715723237713,2.1083881916507767,6.022872676349003,4.755806394166416,12.39509923837343,1.5099207311473457,0.1603908761216539,0.7862571616423221
2020-01-03,1903.8397499193898,23.666799867610916,952.4043527473787,1783.689404093565,3.814622725176726,61.943847064445315,65.16449127104555,3.200863100113866,2.0635753883582484,5.984896974486627,4.711825474531387,12.399055983973092,1.5136911961756803,0.1596716264112937,0.7825716770449882
2020-01-06,1895.724925680616,23.622505315124396,945.5250039379694,1774.7111343713073,3.7604052956573386,62.26028954585801,64.54399809508041,3.1591912780198523,2.0828775370798587,5.961655888065253,4.678686128849803,12.343141200304832,1.507962231710231,0.16147384398526538,0.7745200411579
2020-01-07,1907.0610044632788,23.74713879900994,943.3429750682538,1773.8503417675176,3.755549115677432,62.947943571069274,65.32953122957812,3.1884856812745763,2.102910303557879,5.92119262958901,4.671888768115949,12.358291153628647,1.5212257713548647,0.16487571125926956,0.7845414677947624
2020-01-08,1915.938469805803,23.61927401505149,942.7742338190316,1793.875317824832,3.8091630523983033,61.38477533579035,63.14590661472972,3.055391998708231,2.0490826053101845,5.889608385476442,4.718559442170984,12.357256173575637,1.5325750740380655,0.16601166681838986,0.7875989787234841
2020-01-09,1898.0811787422147,23.304225134897962,934.3153024825806,1779.62329850248,3.805912647098526,61.16196335715095,62.197419581239494,3.0772756726063397,2.0352982933406336,5.894485903080219,4.73654852838447,12.371619009816461,1.540415102904881,0.16776406775898214,0.7884097369199594
2020-01-10,1886.881800684082,23.21197591596719,932.8911367528128,1754.2024679976987,3.8373658886875153,60.88318035866307,61.033941396838806,3.0592954504316054,2.0139721802141004,5.918597580869056,4.826699448162775,12.36157202930561,1.5415671873222982,0.16769474670948914,0.7856751485814737
2020-01-13,1880.7550573071685,23.276204057984486,943.8596548319157,1747.8728868153264,3.8000416974815896,64.98363675017681,62.70330804816455,3.203339325524811,2.098229971444841,5.963949948907947,4.873924570743179,12.27522319572378,1.5314748804882112,0.16633093468500615,0.7892949708240724
2020-01-14,1877.5197191833856,23.44330289496007,948.127163920784,1750.1235008203744,3.7743631867609237,64.8781896341853,61.78847566135835,3.224591875872337,2.1012974297058276,6.025682756814518,4.864607928799325,12.247280223259871,1.5437531423256885,0.16629345489053005,0.7805694651320435
2020-01-15,1883.15582839886,23.581243887442334,948.8803200465395,1753.021400409733,3.8163066963427585,64.0167307330473,61.46688117139299,3.2023811032140324,2.114233233591482,6.073741360780154,4.849504273233038,12.39036356576635,1.5506542626555473,0.16816541868909324,0.792195038716966
2020-01-16,1889.375404367311,23.785519504284515,947.6605720050293,1739.1068082312004,3.8137111889169835,64.34138556069375,62.33291099932434,3.2491565619822875,2.1194346017595236,6.029222400018706,4.814737584829826,12.192043877666563,1.548495736502445,0.1689537590980215,0.796235636085259
2020-01-17,1903.4874329172349,23.932730678182434,946.2201307037271,1740.2653046496766,3.819275464980438,64.3036713575091,61.764481884530305,3.177860015807815,2.073901228445064,6.052793336143168,4.773443813411731,12.231527241206862,1.5625832980183627,0.16961554786489338,0.8082901403283396
2020-01-20,1918.2491510985203,24.124740493307304,959.5256337201595,1748.7070364785088,3.813407786726485,64.27472488705783,60.6247058719988,3.105392576169686,2.089322003835001,6.021076703500681,4.793693010012557,12.366397360919201,1.569078708464048,0.16928018984432758,0.8136442007870845
2020-01-21,1944.246726158546,24.15154239801344,969.7917017511127,1775.2429566069084,3.807487981889187,65.01860031208955,61.20343277144766,3.195552302607834,2.0957183860316824,6.114125139528779,4.824474806734675,12.39683621132001,1.5893839722105552,0.1685852474929137,0.8208968767004957
2020-01-22,1958.999583696237,24.122936651950837,976.1003981877798,1788.14026695207,3.8190116582493294,64.25724041238226,62.006891923263794,3.199691494535877,2.120474101521746,6.107156212106025,4.801564690638783,12.361352389951861,1.5864122637894644,0.16759485535807858,0.8143571648007362
2020-01-23,1943.2444336033773,24.19749166067701,979.1064127907305,1783.4754312083433,3.8197027289573495,64.48695168488767,61.79619619599683,3.1945178515937633,2.1268063282666274,5.997614563937998,4.806691757449738,12.174986017178163,1.5637309374491615,0.16496212121225953,0.8042920518280906
2020-01-24,1953.3800548101683,24.29305318473009,972.4511705997489,1761.155427247816,3.8490938837713644,65.54508876366799,63.25776442528458,3.2400036875845863,2.185754378096714,5.97905776962369,4.776725748639868,12.133335263452054,1.5239639277960015,0.1596495419841893,0.7864410362141865
2020-01-27,1977.9610590754385,24.245721336840518,986.3142345435786,1773.6150731184055,3.8682810397259018,67.5132476515594,64.43932873506117,3.352250033421036,2.268757812046497,5.895062568799723,4.73348055177219,12.034478228072457,1.522296481092852,0.15950676496968014,0.7925518372286267
